. Semoga kedepan.ny semakin berkembang	5	positif	id	semoga kedepanny semakin berkembang	['semoga', 'kedepanny', 'semakin', 'berkembang']	['semoga', 'kedepannya', 'semakin', 'berkembang']	['semoga', 'kedepannya', 'berkembang']	['moga', 'depan', 'kembang']
Mohon maaf bagi pihak Pertamina. Saya sudah mendapatkan verifikasi subsidi. Plat saya mendapatkan subsidi. Kenapa saat saya login malah NIK saya tidak terdaftar??? Apakah data saya di hapus atau collapse?	2	negatif	id	mohon maaf bagi pihak pertamina saya sudah mendapatkan verifikasi subsidi plat saya mendapatkan subsidi kenapa saat saya login malah nik saya tidak terdaftar apakah data saya di hapus atau collapse	['mohon', 'maaf', 'bagi', 'pihak', 'pertamina', 'saya', 'sudah', 'mendapatkan', 'verifikasi', 'subsidi', 'plat', 'saya', 'mendapatkan', 'subsidi', 'kenapa', 'saat', 'saya', 'login', 'malah', 'nik', 'saya', 'tidak', 'terdaftar', 'apakah', 'data', 'saya', 'di', 'hapus', 'atau', 'collapse']	['mohon', 'maaf', 'bagi', 'pihak', 'pertamina', 'saya', 'sudah', 'mendapatkan', 'verifikasi', 'subsidi', 'plat', 'saya', 'mendapatkan', 'subsidi', 'kenapa', 'saat', 'saya', 'login', 'malah', 'nik', 'saya', 'tidak', 'terdaftar', 'apakah', 'data', 'saya', 'di', 'hapus', 'atau', 'collapse']	['mohon', 'maaf', 'pertamina', 'verifikasi', 'subsidi', 'plat', 'subsidi', 'login', 'nik', 'terdaftar', 'data', 'hapus', 'collapse']	['mohon', 'maaf', 'pertamina', 'verifikasi', 'subsidi', 'plat', 'subsidi', 'login', 'nik', 'daftar', 'data', 'hapus', 'collapse']
Muantap Stabilkan harga bbm	5	positif	id	muantap stabilkan harga bbm	['muantap', 'stabilkan', 'harga', 'bbm']	['muantap', 'stabilkan', 'harga', 'bbm']	['muantap', 'stabilkan', 'harga', 'bbm']	['muantap', 'stabil', 'harga', 'bbm']
muda, mudahan membatu rakyat kecil kaya saya ðŸ™	4	positif	id	muda mudahan membatu rakyat kecil kaya saya 	['muda', 'mudahan', 'membatu', 'rakyat', 'kecil', 'kaya', 'saya', '']	['muda', 'mudahan', 'membatu', 'rakyat', 'kecil', 'kaya', 'saya', '']	['muda', 'mudahan', 'membatu', 'rakyat', 'kaya', '']	['muda', 'mudah', 'batu', 'rakyat', 'kaya', '']
Mudah 2an di acc perramina jos	4	positif	id	mudah an di acc perramina jos	['mudah', 'an', 'di', 'acc', 'perramina', 'jos']	['mudah', 'an', 'di', 'acc', 'perramina', 'jos']	['mudah', 'an', 'acc', 'perramina', 'jos']	['mudah', 'an', 'acc', 'perramina', 'jos']
mudah bagus	4	positif	id	mudah bagus	['mudah', 'bagus']	['mudah', 'bagus']	['mudah', 'bagus']	['mudah', 'bagus']
Mudah dalam pemakaian transaksi di SPBU	5	positif	id	mudah dalam pemakaian transaksi di spbu	['mudah', 'dalam', 'pemakaian', 'transaksi', 'di', 'spbu']	['mudah', 'dalam', 'pemakaian', 'transaksi', 'di', 'spbu']	['mudah', 'pemakaian', 'transaksi', 'spbu']	['mudah', 'pakai', 'transaksi', 'spbu']
Mudah dan berguna	5	positif	id	mudah dan berguna	['mudah', 'dan', 'berguna']	['mudah', 'dan', 'berguna']	['mudah', 'berguna']	['mudah', 'guna']
Mudah dan dipahami semua pengguna	4	positif	id	mudah dan dipahami semua pengguna	['mudah', 'dan', 'dipahami', 'semua', 'pengguna']	['mudah', 'dan', 'dipahami', 'semua', 'pengguna']	['mudah', 'dipahami', 'pengguna']	['mudah', 'paham', 'guna']
Mudah di akses, bermanfaat	4	positif	id	mudah di akses bermanfaat	['mudah', 'di', 'akses', 'bermanfaat']	['mudah', 'di', 'akses', 'bermanfaat']	['mudah', 'akses', 'bermanfaat']	['mudah', 'akses', 'manfaat']
Mudah di operasikan	4	positif	id	mudah di operasikan	['mudah', 'di', 'operasikan']	['mudah', 'di', 'operasikan']	['mudah', 'operasikan']	['mudah', 'operasi']
mudah di pahami ,semoga pertamax 20rb perliter yahahah :v	2	negatif	id	mudah di pahami semoga pertamax rb perliter yahahah v	['mudah', 'di', 'pahami', 'semoga', 'pertamax', 'rb', 'perliter', 'yahahah', 'v']	['mudah', 'di', 'pahami', 'semoga', 'pertamax', 'ribu', 'perliter', 'yahahah', 'v']	['mudah', 'pahami', 'semoga', 'pertamax', 'ribu', 'perliter', 'yahahah']	['mudah', 'paham', 'moga', 'pertamax', 'ribu', 'liter', 'yahahah']
Mudah diakses	5	positif	id	mudah diakses	['mudah', 'diakses']	['mudah', 'diakses']	['mudah', 'diakses']	['mudah', 'akses']
Mudah digunakan	5	positif	id	mudah digunakan	['mudah', 'digunakan']	['mudah', 'digunakan']	['mudah']	['mudah']
mudah jg cepat	4	positif	id	mudah jg cepat	['mudah', 'jg', 'cepat']	['mudah', 'juga', 'cepat']	['mudah', 'cepat']	['mudah', 'cepat']
Mudah mudahan berguna	4	positif	id	mudah mudahan berguna	['mudah', 'mudahan', 'berguna']	['mudah', 'mudahan', 'berguna']	['mudah', 'mudahan', 'berguna']	['mudah', 'mudah', 'guna']
Mudah mudahan bermanfaat	5	positif	id	mudah mudahan bermanfaat	['mudah', 'mudahan', 'bermanfaat']	['mudah', 'mudahan', 'bermanfaat']	['mudah', 'mudahan', 'bermanfaat']	['mudah', 'mudah', 'manfaat']
Mudah mudahan bisa mengatasi para pelangsir dan para penyeleweng BBM subsidi.	4	positif	id	mudah mudahan bisa mengatasi para pelangsir dan para penyeleweng bbm subsidi	['mudah', 'mudahan', 'bisa', 'mengatasi', 'para', 'pelangsir', 'dan', 'para', 'penyeleweng', 'bbm', 'subsidi']	['mudah', 'mudahan', 'bisa', 'mengatasi', 'para', 'pelangsir', 'dan', 'para', 'penyeleweng', 'bbm', 'subsidi']	['mudah', 'mudahan', 'mengatasi', 'pelangsir', 'penyeleweng', 'bbm', 'subsidi']	['mudah', 'mudah', 'atas', 'langsir', 'seleweng', 'bbm', 'subsidi']
mudah mudahan bisa terpakai dengan baik	4	positif	id	mudah mudahan bisa terpakai dengan baik	['mudah', 'mudahan', 'bisa', 'terpakai', 'dengan', 'baik']	['mudah', 'mudahan', 'bisa', 'terpakai', 'dengan', 'baik']	['mudah', 'mudahan', 'terpakai']	['mudah', 'mudah', 'pakai']
Mudah mudahan pelayanan lebih cepat	4	positif	id	mudah mudahan pelayanan lebih cepat	['mudah', 'mudahan', 'pelayanan', 'lebih', 'cepat']	['mudah', 'mudahan', 'pelayanan', 'lebih', 'cepat']	['mudah', 'mudahan', 'pelayanan', 'cepat']	['mudah', 'mudah', 'layan', 'cepat']
Mudah mudahan pelayanan nya cepat tepat.tidak ribet	4	positif	id	mudah mudahan pelayanan nya cepat tepattidak ribet	['mudah', 'mudahan', 'pelayanan', 'nya', 'cepat', 'tepattidak', 'ribet']	['mudah', 'mudahan', 'pelayanan', 'nya', 'cepat', 'tepattidak', 'ribet']	['mudah', 'mudahan', 'pelayanan', 'cepat', 'tepattidak', 'ribet']	['mudah', 'mudah', 'layan', 'cepat', 'tepattidak', 'ribet']
Mudah pengunaan,kita success kan program pemerintah subsidi tepat sasaran	4	positif	id	mudah pengunaankita success kan program pemerintah subsidi tepat sasaran	['mudah', 'pengunaankita', 'success', 'kan', 'program', 'pemerintah', 'subsidi', 'tepat', 'sasaran']	['mudah', 'pengunaankita', 'success', 'kan', 'program', 'pemerintah', 'subsidi', 'tepat', 'sasaran']	['mudah', 'pengunaankita', 'success', 'program', 'pemerintah', 'subsidi', 'sasaran']	['mudah', 'pengunaankita', 'success', 'program', 'perintah', 'subsidi', 'sasar']
Mudah untuk semua	5	positif	id	mudah untuk semua	['mudah', 'untuk', 'semua']	['mudah', 'untuk', 'semua']	['mudah']	['mudah']
Mudah utk ber transaksi	4	positif	id	mudah utk ber transaksi	['mudah', 'utk', 'ber', 'transaksi']	['mudah', 'untuk', 'ber', 'transaksi']	['mudah', 'ber', 'transaksi']	['mudah', 'ber', 'transaksi']
"Mudah"" bisa memberi manfaat kepada semua Masyarakat..."	5	positif	id	mudah bisa memberi manfaat kepada semua masyarakat	['mudah', 'bisa', 'memberi', 'manfaat', 'kepada', 'semua', 'masyarakat']	['mudah', 'bisa', 'memberi', 'manfaat', 'kepada', 'semua', 'masyarakat']	['mudah', 'manfaat', 'masyarakat']	['mudah', 'manfaat', 'masyarakat']
Mudah, ringan dan suatu saat perlu...	4	positif	id	mudah ringan dan suatu saat perlu	['mudah', 'ringan', 'dan', 'suatu', 'saat', 'perlu']	['mudah', 'ringan', 'dan', 'suatu', 'saat', 'perlu']	['mudah', 'ringan']	['mudah', 'ringan']
Mudah2an jauh lebih baik	5	positif	id	mudahan jauh lebih baik	['mudahan', 'jauh', 'lebih', 'baik']	['mudahan', 'jauh', 'lebih', 'baik']	['mudahan']	['mudah']
Mudahan berguna bagi rakyat indonesia	5	positif	id	mudahan berguna bagi rakyat indonesia	['mudahan', 'berguna', 'bagi', 'rakyat', 'indonesia']	['mudahan', 'berguna', 'bagi', 'rakyat', 'indonesia']	['mudahan', 'berguna', 'rakyat', 'indonesia']	['mudah', 'guna', 'rakyat', 'indonesia']
Muga dapat hadiah	5	positif	id	muga dapat hadiah	['muga', 'dapat', 'hadiah']	['moga', 'dapat', 'hadiah']	['moga', 'hadiah']	['moga', 'hadiah']
My Pertamina .. barcode di tabung gas elpiji 12 kg, buram tidak bisa terbaca .. mohon cetaknya diperbaiki ...	2	negatif	id	my pertamina barcode di tabung gas elpiji kg buram tidak bisa terbaca mohon cetaknya diperbaiki	['my', 'pertamina', 'barcode', 'di', 'tabung', 'gas', 'elpiji', 'kg', 'buram', 'tidak', 'bisa', 'terbaca', 'mohon', 'cetaknya', 'diperbaiki']	['my', 'pertamina', 'barcode', 'di', 'tabung', 'gas', 'elpiji', 'kg', 'buram', 'tidak', 'bisa', 'terbaca', 'mohon', 'cetaknya', 'diperbaiki']	['my', 'pertamina', 'barcode', 'tabung', 'gas', 'elpiji', 'kg', 'buram', 'terbaca', 'mohon', 'cetaknya', 'diperbaiki']	['my', 'pertamina', 'barcode', 'tabung', 'gas', 'elpiji', 'kg', 'buram', 'baca', 'mohon', 'cetak', 'baik']
My Pertamina adalah aflikasi baru mudah-mudahan sangat membantu para pemakai	4	positif	id	my pertamina adalah aflikasi baru mudahmudahan sangat membantu para pemakai	['my', 'pertamina', 'adalah', 'aflikasi', 'baru', 'mudahmudahan', 'sangat', 'membantu', 'para', 'pemakai']	['my', 'pertamina', 'adalah', 'aflikasi', 'baru', 'mudahmudahan', 'sangat', 'membantu', 'para', 'pemakai']	['my', 'pertamina', 'aflikasi', 'mudahmudahan', 'membantu', 'pemakai']	['my', 'pertamina', 'aflikasi', 'mudahmudahan', 'bantu', 'pakai']
My Pertamina adalah akun yg digunakan untuk memudahkan melakukan aritmatik penyaluran BBM bersubsidi kepafa masyarakat. Pada mulanya sih ribet juga tapi setelah dicoba terus baru terasa mantapnya	4	positif	id	my pertamina adalah akun yg digunakan untuk memudahkan melakukan aritmatik penyaluran bbm bersubsidi kepafa masyarakat pada mulanya sih ribet juga tapi setelah dicoba terus baru terasa mantapnya	['my', 'pertamina', 'adalah', 'akun', 'yg', 'digunakan', 'untuk', 'memudahkan', 'melakukan', 'aritmatik', 'penyaluran', 'bbm', 'bersubsidi', 'kepafa', 'masyarakat', 'pada', 'mulanya', 'sih', 'ribet', 'juga', 'tapi', 'setelah', 'dicoba', 'terus', 'baru', 'terasa', 'mantapnya']	['my', 'pertamina', 'adalah', 'akun', 'yang', 'digunakan', 'untuk', 'memudahkan', 'melakukan', 'aritmatik', 'penyaluran', 'bbm', 'bersubsidi', 'kepafa', 'masyarakat', 'pada', 'mulanya', 'sih', 'ribet', 'juga', 'tapi', 'setelah', 'dicoba', 'terus', 'baru', 'terasa', 'mantapnya']	['my', 'pertamina', 'akun', 'memudahkan', 'aritmatik', 'penyaluran', 'bbm', 'bersubsidi', 'kepafa', 'masyarakat', 'ribet', 'dicoba', 'mantapnya']	['my', 'pertamina', 'akun', 'mudah', 'aritmatik', 'salur', 'bbm', 'subsidi', 'kepafa', 'masyarakat', 'ribet', 'coba', 'mantap']
My pertamina bagus apilikasi nya bagus	5	positif	id	my pertamina bagus apilikasi nya bagus	['my', 'pertamina', 'bagus', 'apilikasi', 'nya', 'bagus']	['my', 'pertamina', 'bagus', 'apilikasi', 'nya', 'bagus']	['my', 'pertamina', 'bagus', 'apilikasi', 'bagus']	['my', 'pertamina', 'bagus', 'apilikasi', 'bagus']
My Pertamina cukup efektif bisa menghemat BBM berkelanjutan	4	positif	id	my pertamina cukup efektif bisa menghemat bbm berkelanjutan	['my', 'pertamina', 'cukup', 'efektif', 'bisa', 'menghemat', 'bbm', 'berkelanjutan']	['my', 'pertamina', 'cukup', 'efektif', 'bisa', 'menghemat', 'bbm', 'berkelanjutan']	['my', 'pertamina', 'efektif', 'menghemat', 'bbm', 'berkelanjutan']	['my', 'pertamina', 'efektif', 'hemat', 'bbm', 'lanjut']
My pertamina is ok	4	positif	id	my pertamina is ok	['my', 'pertamina', 'is', 'ok']	['my', 'pertamina', 'is', 'ok']	['my', 'pertamina', 'is', 'ok']	['my', 'pertamina', 'is', 'ok']
My Pertamina mantap	5	positif	id	my pertamina mantap	['my', 'pertamina', 'mantap']	['my', 'pertamina', 'mantap']	['my', 'pertamina', 'mantap']	['my', 'pertamina', 'mantap']
My pertamina memudahkan saya dalam transaksi pembelian bbm	5	positif	id	my pertamina memudahkan saya dalam transaksi pembelian bbm	['my', 'pertamina', 'memudahkan', 'saya', 'dalam', 'transaksi', 'pembelian', 'bbm']	['my', 'pertamina', 'memudahkan', 'saya', 'dalam', 'transaksi', 'pembelian', 'bbm']	['my', 'pertamina', 'memudahkan', 'transaksi', 'pembelian', 'bbm']	['my', 'pertamina', 'mudah', 'transaksi', 'beli', 'bbm']
My pertamina semoga bisa menjadi berkat buat bangsa, jangan menjadi kutuk.	5	positif	id	my pertamina semoga bisa menjadi berkat buat bangsa jangan menjadi kutuk	['my', 'pertamina', 'semoga', 'bisa', 'menjadi', 'berkat', 'buat', 'bangsa', 'jangan', 'menjadi', 'kutuk']	['my', 'pertamina', 'semoga', 'bisa', 'menjadi', 'berkat', 'buat', 'bangsa', 'jangan', 'menjadi', 'kutuk']	['my', 'pertamina', 'semoga', 'berkat', 'bangsa', 'kutuk']	['my', 'pertamina', 'moga', 'berkat', 'bangsa', 'kutuk']
MY Pertamina solusi Tepat untuk Program yg Tepat ðŸ‘ðŸ‘ðŸ‘ðŸ‘	5	positif	id	my pertamina solusi tepat untuk program yg tepat 	['my', 'pertamina', 'solusi', 'tepat', 'untuk', 'program', 'yg', 'tepat', '']	['my', 'pertamina', 'solusi', 'tepat', 'untuk', 'program', 'yang', 'tepat', '']	['my', 'pertamina', 'solusi', 'program', '']	['my', 'pertamina', 'solusi', 'program', '']
My Pertamina.. sinergi kuat subsidi Tepat .	5	positif	id	my pertamina sinergi kuat subsidi tepat	['my', 'pertamina', 'sinergi', 'kuat', 'subsidi', 'tepat']	['my', 'pertamina', 'sinergi', 'kuat', 'subsidi', 'tepat']	['my', 'pertamina', 'sinergi', 'kuat', 'subsidi']	['my', 'pertamina', 'sinergi', 'kuat', 'subsidi']
MyPertamina ok	4	positif	id	mypertamina ok	['mypertamina', 'ok']	['mypertamina', 'ok']	['mypertamina', 'ok']	['mypertamina', 'ok']
Najiss. Buat orang tambah susah	1	negatif	id	najiss buat orang tambah susah	['najiss', 'buat', 'orang', 'tambah', 'susah']	['najiss', 'buat', 'orang', 'tambah', 'susah']	['najiss', 'orang', 'susah']	['najiss', 'orang', 'susah']
Nambah ribet aja aneh	1	negatif	id	nambah ribet aja aneh	['nambah', 'ribet', 'aja', 'aneh']	['bertambah', 'ribet', 'saja', 'aneh']	['bertambah', 'ribet', 'aneh']	['tambah', 'ribet', 'aneh']
Nanti mungkin bisa biki jalur khusus pengguna aplikasi saja dulu. Soalnya lebih lama	4	positif	id	nanti mungkin bisa biki jalur khusus pengguna aplikasi saja dulu soalnya lebih lama	['nanti', 'mungkin', 'bisa', 'biki', 'jalur', 'khusus', 'pengguna', 'aplikasi', 'saja', 'dulu', 'soalnya', 'lebih', 'lama']	['nanti', 'mungkin', 'bisa', 'biki', 'jalur', 'khusus', 'pengguna', 'aplikasi', 'saja', 'dulu', 'soalnya', 'lebih', 'lama']	['biki', 'jalur', 'khusus', 'pengguna', 'aplikasi']	['bik', 'jalur', 'khusus', 'guna', 'aplikasi']
Negara koq nyusahin rakyatnya...	1	negatif	id	negara koq nyusahin rakyatnya	['negara', 'koq', 'nyusahin', 'rakyatnya']	['negara', 'kok', 'nyusahin', 'rakyatnya']	['negara', 'nyusahin', 'rakyatnya']	['negara', 'nyusahin', 'rakyat']
Negara tidak boleh kalah dari penjahat	5	positif	id	negara tidak boleh kalah dari penjahat	['negara', 'tidak', 'boleh', 'kalah', 'dari', 'penjahat']	['negara', 'tidak', 'boleh', 'kalah', 'dari', 'penjahat']	['negara', 'kalah', 'penjahat']	['negara', 'kalah', 'jahat']
Ngak bisa dipakai....ribet	2	negatif	id	ngak bisa dipakairibet	['ngak', 'bisa', 'dipakairibet']	['enggak', 'bisa', 'dipakairibet']	['dipakairibet']	['dipakairibet']
Ngelag mulu kek gaji ku ðŸ˜	1	negatif	id	ngelag mulu kek gaji ku 	['ngelag', 'mulu', 'kek', 'gaji', 'ku', '']	['ngelag', 'mulu', 'kayak', 'gaji', 'ku', '']	['ngelag', 'mulu', 'kayak', 'gaji', 'ku', '']	['ngelag', 'mulu', 'kayak', 'gaji', 'ku', '']
Ngeribetin aplikasinya	1	negatif	id	ngeribetin aplikasinya	['ngeribetin', 'aplikasinya']	['ngeribetin', 'aplikasinya']	['ngeribetin', 'aplikasinya']	['ngeribetin', 'aplikasi']
ngga tau, pengin beli etrek	1	negatif	id	ngga tau pengin beli etrek	['ngga', 'tau', 'pengin', 'beli', 'etrek']	['enggak', 'tau', 'pengin', 'beli', 'etrek']	['pengin', 'beli', 'etrek']	['pengin', 'beli', 'etrek']
Nggak begitu penting Bikin ribet aja	2	negatif	id	nggak begitu penting bikin ribet aja	['nggak', 'begitu', 'penting', 'bikin', 'ribet', 'aja']	['enggak', 'begitu', 'penting', 'bikin', 'ribet', 'saja']	['ribet']	['ribet']
Nggak bisa tersambung dengan link aja	2	negatif	id	nggak bisa tersambung dengan link aja	['nggak', 'bisa', 'tersambung', 'dengan', 'link', 'aja']	['enggak', 'bisa', 'tersambung', 'dengan', 'link', 'saja']	['tersambung', 'link']	['sambung', 'link']
Ngikut trend masyarakat aja...:)	1	negatif	id	ngikut trend masyarakat aja	['ngikut', 'trend', 'masyarakat', 'aja']	['ngikut', 'trend', 'masyarakat', 'saja']	['ngikut', 'trend', 'masyarakat']	['ngikut', 'trend', 'masyarakat']
Ngisi bbm aja dipersulit	1	negatif	id	ngisi bbm aja dipersulit	['ngisi', 'bbm', 'aja', 'dipersulit']	['ngisi', 'bbm', 'saja', 'dipersulit']	['ngisi', 'bbm', 'dipersulit']	['ngisi', 'bbm', 'sulit']
Niat Baik ajah, Sebuah Perubahan Selalu Bergejolak...	4	positif	id	niat baik ajah sebuah perubahan selalu bergejolak	['niat', 'baik', 'ajah', 'sebuah', 'perubahan', 'selalu', 'bergejolak']	['niat', 'baik', 'saja', 'sebuah', 'perubahan', 'selalu', 'bergejolak']	['niat', 'perubahan', 'bergejolak']	['niat', 'ubah', 'gejolak']
Nik sama paswod udah bener kok keluar keterangan nik sm paswod salah	2	negatif	id	nik sama paswod udah bener kok keluar keterangan nik sm paswod salah	['nik', 'sama', 'paswod', 'udah', 'bener', 'kok', 'keluar', 'keterangan', 'nik', 'sm', 'paswod', 'salah']	['nik', 'sama', 'paswod', 'sudah', 'benar', 'kok', 'keluar', 'keterangan', 'nik', 'sama', 'paswod', 'salah']	['nik', 'paswod', 'keterangan', 'nik', 'paswod', 'salah']	['nik', 'paswod', 'terang', 'nik', 'paswod', 'salah']
NKRI Harga Mati	5	positif	id	nkri harga mati	['nkri', 'harga', 'mati']	['nkri', 'harga', 'mati']	['nkri', 'harga', 'mati']	['nkri', 'harga', 'mati']
Ntah bagaimana makenya tpi keren	5	positif	id	ntah bagaimana makenya tpi keren	['ntah', 'bagaimana', 'makenya', 'tpi', 'keren']	['entah', 'bagaimana', 'makenya', 'tapi', 'keren']	['makenya', 'keren']	['makenya', 'keren']
Ntar meldak maen hp di pom bensin	1	negatif	id	ntar meldak maen hp di pom bensin	['ntar', 'meldak', 'maen', 'hp', 'di', 'pom', 'bensin']	['entar', 'meldak', 'main', 'hp', 'di', 'pom', 'bensin']	['entar', 'meldak', 'hp', 'pom', 'bensin']	['entar', 'meldak', 'hp', 'pom', 'bensin']
Nyusahi rakyat	2	negatif	id	nyusahi rakyat	['nyusahi', 'rakyat']	['nyusahin', 'rakyat']	['nyusahin', 'rakyat']	['nyusahin', 'rakyat']
Nyusahin aja,, blm siap udh di luncurkan saja	1	negatif	id	nyusahin aja blm siap udh di luncurkan saja	['nyusahin', 'aja', 'blm', 'siap', 'udh', 'di', 'luncurkan', 'saja']	['nyusahin', 'saja', 'belum', 'siap', 'sudah', 'di', 'luncurkan', 'saja']	['nyusahin', 'luncurkan']	['nyusahin', 'luncur']
Nyusahin banget, heran	2	negatif	id	nyusahin banget heran	['nyusahin', 'banget', 'heran']	['nyusahin', 'banget', 'heran']	['nyusahin', 'banget', 'heran']	['nyusahin', 'banget', 'heran']
Nyusahin masyarakat saja.. Perut doank yg diurus	1	negatif	id	nyusahin masyarakat saja perut doank yg diurus	['nyusahin', 'masyarakat', 'saja', 'perut', 'doank', 'yg', 'diurus']	['nyusahin', 'masyarakat', 'saja', 'perut', 'doang', 'yang', 'diurus']	['nyusahin', 'masyarakat', 'perut', 'doang', 'diurus']	['nyusahin', 'masyarakat', 'perut', 'doang', 'urus']
Nyusahin orang buat Beli Bensin !	1	negatif	id	nyusahin orang buat beli bensin	['nyusahin', 'orang', 'buat', 'beli', 'bensin']	['nyusahin', 'orang', 'buat', 'beli', 'bensin']	['nyusahin', 'orang', 'beli', 'bensin']	['nyusahin', 'orang', 'beli', 'bensin']
Nyusahin orang kecil+petani cari bahan bakar aja di persulit	1	negatif	id	nyusahin orang kecilpetani cari bahan bakar aja di persulit	['nyusahin', 'orang', 'kecilpetani', 'cari', 'bahan', 'bakar', 'aja', 'di', 'persulit']	['nyusahin', 'orang', 'kecilpetani', 'cari', 'bahan', 'bakar', 'saja', 'di', 'persulit']	['nyusahin', 'orang', 'kecilpetani', 'cari', 'bahan', 'bakar', 'persulit']	['nyusahin', 'orang', 'kecilpetani', 'cari', 'bahan', 'bakar', 'sulit']
Nyusahin orang,, ribet, jelek,otak eror	1	negatif	id	nyusahin orang ribet jelekotak eror	['nyusahin', 'orang', 'ribet', 'jelekotak', 'eror']	['nyusahin', 'orang', 'ribet', 'jelekotak', 'eror']	['nyusahin', 'orang', 'ribet', 'jelekotak', 'eror']	['nyusahin', 'orang', 'ribet', 'jelekotak', 'eror']
"Nyusahin Rakyat ajah hidup luh penguasa "" Mudah2an di sulitkan yaumul hisab nya"	1	negatif	id	nyusahin rakyat ajah hidup luh penguasa mudahan di sulitkan yaumul hisab nya	['nyusahin', 'rakyat', 'ajah', 'hidup', 'luh', 'penguasa', 'mudahan', 'di', 'sulitkan', 'yaumul', 'hisab', 'nya']	['nyusahin', 'rakyat', 'saja', 'hidup', 'lu', 'penguasa', 'mudahan', 'di', 'sulitkan', 'yaumul', 'hisab', 'nya']	['nyusahin', 'rakyat', 'hidup', 'lu', 'penguasa', 'mudahan', 'sulitkan', 'yaumul', 'hisab']	['nyusahin', 'rakyat', 'hidup', 'lu', 'kuasa', 'mudah', 'sulit', 'yaumul', 'hisab']
Nyusahin rakyat cuma bikin cukong nambah kaya	1	negatif	id	nyusahin rakyat cuma bikin cukong nambah kaya	['nyusahin', 'rakyat', 'cuma', 'bikin', 'cukong', 'nambah', 'kaya']	['nyusahin', 'rakyat', 'cuma', 'bikin', 'cukong', 'bertambah', 'kaya']	['nyusahin', 'rakyat', 'cukong', 'bertambah', 'kaya']	['nyusahin', 'rakyat', 'cukong', 'tambah', 'kaya']
Ok ajalah	4	positif	id	ok ajalah	['ok', 'ajalah']	['ok', 'ajalah']	['ok', 'ajalah']	['ok', 'aja']
Ok banget	4	positif	id	ok banget	['ok', 'banget']	['ok', 'banget']	['ok', 'banget']	['ok', 'banget']
Ok Buat Keluargaa.. Terima Kasih MyPertamina...ðŸ™ðŸ»ðŸ™ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»	5	positif	id	ok buat keluargaa terima kasih mypertamina 	['ok', 'buat', 'keluargaa', 'terima', 'kasih', 'mypertamina', '']	['ok', 'buat', 'keluargaa', 'terima', 'kasih', 'mypertamina', '']	['ok', 'keluargaa', 'terima', 'kasih', 'mypertamina', '']	['ok', 'keluargaa', 'terima', 'kasih', 'mypertamina', '']
